epoch time,date & time,smell value,skewed latitude,skewed longitude,zipcode,smell description,symptoms,additional comments
1598889657,08/31/2020 12:00:57 -04:00,3,43.6539,-70.2735,04102,Tar/Diesel ,,
1598900699,08/31/2020 15:04:59 -04:00,3,43.6481,-70.2369,04106,"Tar, asphalt, chemicals",Headache,Started about an hour ago. Windy day but the smell has been persistent.
1598902524,08/31/2020 15:35:24 -04:00,5,43.629,-70.2683,04106,,"Strong pungent petroleum, nauseating & causing headache next door to Kaler School",
1598904303,08/31/2020 16:05:03 -04:00,1,43.6433,-70.2456,04106,,,
1598904436,08/31/2020 16:07:16 -04:00,3,43.6499,-70.2579,04101,Sewage,,
1598916794,08/31/2020 19:33:14 -04:00,5,43.6519,-70.2466,04106,Tank fumes,Sick sick,
1598917226,08/31/2020 19:40:26 -04:00,5,43.6478,-70.2321,04106,Tank,Nausea ,
1598917375,08/31/2020 19:42:55 -04:00,4,43.656,-70.2711,04101,Tar/Diesel ,,
1598929904,08/31/2020 23:11:44 -04:00,3,43.6267,-70.2796,04106,Tanks,,
1598959245,09/01/2020 07:20:45 -04:00,3,43.6534,-70.2734,04102,Tar/Diesel,Headache,
1598960622,09/01/2020 07:43:42 -04:00,3,43.6367,-70.2512,04106,"Oil, diesel ",Headache,
1598960849,09/01/2020 07:47:29 -04:00,4,43.651,-70.2712,04102,Strong petroleum or fuel,Burning in back of throat and nose irritation ,
1598961325,09/01/2020 07:55:25 -04:00,3,43.6299,-70.2595,04106,Oil fumes ,,
1598961731,09/01/2020 08:02:11 -04:00,4,43.638,-70.2397,04106,"Oil, diesel ",Headache nausea ,
1598970331,09/01/2020 10:25:31 -04:00,3,43.6366,-70.2846,04106,Petroleum tank fumes ,,
1598986769,09/01/2020 14:59:29 -04:00,5,43.6433,-70.2388,04106,Asphalt ,,
1599000509,09/01/2020 18:48:29 -04:00,3,43.6426,-70.2445,04106,Industrial ,Headache,
1599007264,09/01/2020 20:41:04 -04:00,4,43.6253,-70.2937,04106,,,
1599042880,09/02/2020 06:34:40 -04:00,2,43.628,-70.2932,04106,Oil,,
1599043357,09/02/2020 06:42:37 -04:00,4,43.6343,-70.2849,04106,Tank fumes ,"Sore throats and nose burning, nausea ",
1599045282,09/02/2020 07:14:42 -04:00,3,43.6317,-70.2819,04106,Tar,Nose irritation,
1599045526,09/02/2020 07:18:46 -04:00,4,43.6311,-70.2853,04106,Petroleum ,,
1599056872,09/02/2020 10:27:52 -04:00,3,43.6397,-70.2369,04106,"Melted burning crayons, how asphalt ",,
1599059516,09/02/2020 11:11:56 -04:00,4,43.632,-70.2822,04106,Propane,Fills nose and mouth ,
1599087701,09/02/2020 19:01:41 -04:00,3,43.6449,-70.276,04102,Strong asphalt odor,,
1599088087,09/02/2020 19:08:07 -04:00,4,43.6488,-70.2758,04102,Asphalt/oil,,
1599088201,09/02/2020 19:10:01 -04:00,4,43.6492,-70.2771,04102,Asphalt/oul,,
1599091767,09/02/2020 20:09:27 -04:00,4,43.6361,-70.2564,04106,Sewage ,Nausea,
1599132945,09/03/2020 07:35:45 -04:00,4,43.6446,-70.2297,04106,Oil or chemical smell in the air,,
1599133148,09/03/2020 07:39:08 -04:00,5,43.6349,-70.2778,04106,Oil,,
1599133728,09/03/2020 07:48:48 -04:00,4,43.6252,-70.2943,04106,Propane,,
1599135938,09/03/2020 08:25:38 -04:00,5,43.6311,-70.2855,04106,Industri,,
1599151318,09/03/2020 12:41:58 -04:00,4,43.6343,-70.2674,04106,Sewer overflow/spill or sludge decanting odor ,,
1599152154,09/03/2020 12:55:54 -04:00,4,43.63,-70.2858,04106,Gas/oil,,
1599219775,09/04/2020 07:42:55 -04:00,3,43.6413,-70.2431,04106,Iul,,"In the night,  it was srrong."
1599224210,09/04/2020 08:56:50 -04:00,4,43.6266,-70.2916,04106,"Burning oil, fuel",Headache,
1599225877,09/04/2020 09:24:37 -04:00,5,43.6365,-70.2574,04106,"Petroleum fumes, burning sh*t","Hard to breathe, when will this stop?",
1599248653,09/04/2020 15:44:13 -04:00,2,43.6364,-70.2696,04106,Petroleum tank fumes ,,
1599250045,09/04/2020 16:07:25 -04:00,3,43.6291,-70.2783,04106,Gas,Nose irritation ,
1599259002,09/04/2020 18:36:42 -04:00,5,43.6345,-70.2684,04106,Tabks,,
1599265297,09/04/2020 20:21:37 -04:00,5,43.6245,-70.2718,04106,Tanks,Nausea ,
1599269614,09/04/2020 21:33:34 -04:00,3,43.6412,-70.2455,04106,Toxic oil,,
1599269756,09/04/2020 21:35:56 -04:00,3,43.6425,-70.2329,04106,Gulf fumes,Sick nausea ,
1599271998,09/04/2020 22:13:18 -04:00,4,43.6442,-70.2329,04106,Bug light tanks,"Public park, great sunsets but poisoned air",
1599283479,09/05/2020 01:24:39 -04:00,4,43.6344,-70.2456,04106,Burnt tar,"Nausea, headache ",
1599300800,09/05/2020 06:13:20 -04:00,5,43.6507,-70.2772,04102,Oil/asphalt ,Had to close the windows,
1599311555,09/05/2020 09:12:35 -04:00,4,43.639,-70.2551,04106,Gas,,
1599311589,09/05/2020 09:13:09 -04:00,4,43.6343,-70.2652,04106,Gasoline or oil being loaded into a 18wheeler,,
1599318666,09/05/2020 11:11:06 -04:00,4,43.6353,-70.2885,04106,Petroleum,,
1599321732,09/05/2020 12:02:12 -04:00,4,43.6408,-70.2548,04106,,,
1599335588,09/05/2020 15:53:08 -04:00,4,43.6476,-70.2321,04106,Gulf,,
1599340291,09/05/2020 17:11:31 -04:00,1,43.6343,-70.2845,04106,,,
1599341009,09/05/2020 17:23:29 -04:00,4,43.636,-70.2552,04106,Raw sewage ,Nausea,
1599344210,09/05/2020 18:16:50 -04:00,3,43.6378,-70.2699,04106,Lerosene,,
1599347713,09/05/2020 19:15:13 -04:00,4,43.6248,-70.2916,04106,Propane,,
1599352330,09/05/2020 20:32:10 -04:00,4,43.6463,-70.2404,04106,Burning gas,,
1599353013,09/05/2020 20:43:33 -04:00,4,43.6518,-70.2643,04101,"Industrial, tar or gad",,
1599357559,09/05/2020 21:59:19 -04:00,4,43.6429,-70.2273,04106,,,
1599361959,09/05/2020 23:12:39 -04:00,3,43.6272,-70.2769,04106,Sprague/Global fumes,Sick...again,
1599392210,09/06/2020 07:36:50 -04:00,3,43.6547,-70.2724,04102,Tar/Diesel,Headache,
1599395229,09/06/2020 08:27:09 -04:00,2,43.6355,-70.2576,04106,Asphalt warm oil ,,Location is next to Coast Guard Station in Ferry Village 
1599404108,09/06/2020 10:55:08 -04:00,4,43.6322,-70.2661,04106,Industrial / oil / fumes,Headache ,
1599447979,09/06/2020 23:06:19 -04:00,3,43.6306,-70.2893,04106,Oil,"Sinus pain, headache, stinging eyes",
1599480096,09/07/2020 08:01:36 -04:00,3,43.6522,-70.2738,04102,,,
1599519491,09/07/2020 18:58:11 -04:00,4,43.6409,-70.293,04102,Tank fumes,,
1599605784,09/08/2020 18:56:24 -04:00,3,43.658,-70.2541,04101,Toxic tank fumes,Good boating too bad have to expose family to cancer fumes at bug light,
1599606273,09/08/2020 19:04:33 -04:00,4,43.6462,-70.2389,04106,Tanks,Sick ,
1599654269,09/09/2020 08:24:29 -04:00,5,43.6476,-70.2695,04102,Tar smell ,Headache ,
1599663352,09/09/2020 10:55:52 -04:00,4,43.6534,-70.275,04102,Tank farm,,
1599680352,09/09/2020 15:39:12 -04:00,3,43.6521,-70.2748,04102,Tar/Industrial,Headache,
1599683880,09/09/2020 16:38:00 -04:00,5,43.6463,-70.2728,04102,Petroleum odor,,
1599736079,09/10/2020 07:07:59 -04:00,5,43.625,-70.3165,04106,It's foggy it smells like garbage and urine,Headache,
1599750651,09/10/2020 11:10:51 -04:00,3,43.6504,-70.2711,04102,Oil,,
1599761008,09/10/2020 14:03:28 -04:00,5,43.6297,-70.2908,04106,Gasoline,Difficulty breathing,
1599765593,09/10/2020 15:19:53 -04:00,3,43.6518,-70.2702,04102,,,
1599793432,09/10/2020 23:03:52 -04:00,1,43.6534,-70.2684,04102,,,
1599796994,09/11/2020 00:03:14 -04:00,3,43.6435,-70.2344,04106,Gulf tanks,irritation breathing ,
1599839801,09/11/2020 11:56:41 -04:00,4,43.6308,-70.2718,04106,"Oil, sharp",,
1599847879,09/11/2020 14:11:19 -04:00,2,43.6358,-70.2854,04106,Petroleum tank fumes ,,
1599852067,09/11/2020 15:21:07 -04:00,4,43.6335,-70.2678,04106,"Gas, sewage",,
1599852291,09/11/2020 15:24:51 -04:00,4,43.6331,-70.2703,04106,Smells like turpentine ,,
1599854361,09/11/2020 15:59:21 -04:00,3,43.6338,-70.256,04106,Rotten eggs,,
1599861230,09/11/2020 17:53:50 -04:00,3,43.6503,-70.2824,04102,Burning rubber,headache,
1599861380,09/11/2020 17:56:20 -04:00,4,43.6299,-70.2922,04106,Toxic oil ,,
1599861424,09/11/2020 17:57:04 -04:00,4,43.6313,-70.284,04106,"Petroleum, asphalt smell",,
1599863520,09/11/2020 18:32:00 -04:00,5,43.6345,-70.291,04106,Stinky ,,
1599864372,09/11/2020 18:46:12 -04:00,4,43.6309,-70.2776,04106,Oil,,
1599875129,09/11/2020 21:45:29 -04:00,3,43.6325,-70.2882,04106,Oil,"Headache, sinus discomfort ",
1599888196,09/12/2020 01:23:16 -04:00,3,43.6489,-70.2722,04102,"Petrochemical, asphalt burning rubber",Eye irritation,
1599908966,09/12/2020 07:09:26 -04:00,4,43.6286,-70.2844,04106,Bullshit/Big Oil >:(,,
1599915034,09/12/2020 08:50:34 -04:00,3,43.6493,-70.271,04102,,,
1599916136,09/12/2020 09:08:56 -04:00,4,43.6359,-70.3094,04106,Sickeningly sweet; cloying ,Headache ,
1599923876,09/12/2020 11:17:56 -04:00,3,43.65,-70.285,04102,Burning rubber,,
1599996689,09/13/2020 07:31:29 -04:00,3,43.6329,-70.2691,04106,Petroleum tank fumes ,,
1600043153,09/13/2020 20:25:53 -04:00,3,43.6351,-70.257,04106,"Industrial, ",,
1600043213,09/13/2020 20:26:53 -04:00,4,43.6329,-70.2541,04106,Petroleum ,,
1600056375,09/14/2020 00:06:15 -04:00,1,43.6312,-70.2591,04106,,,
1600088775,09/14/2020 09:06:15 -04:00,4,43.6257,-70.2791,04106,Tank farm poisons,Immune problems. Swollen glands ,
1600091129,09/14/2020 09:45:29 -04:00,4,43.636,-70.2872,04106,Petroleum,,
1600115443,09/14/2020 16:30:43 -04:00,5,43.6296,-70.2772,04106,,,
1600115483,09/14/2020 16:31:23 -04:00,3,43.6349,-70.2897,04106,Petroleum tank fumes ,,
1600116533,09/14/2020 16:48:53 -04:00,2,43.6209,-70.2674,04106,Asphalt Tar,Cough,
1600118911,09/14/2020 17:28:31 -04:00,3,43.6328,-70.2609,04106,Rotten eggs ,,
1600119201,09/14/2020 17:33:21 -04:00,4,43.6297,-70.268,04106,Petroleum / asphalt,Nose irritation ,
1600169766,09/15/2020 07:36:06 -04:00,3,43.6174,-70.2753,04106,Vehicle exhaust,,
1600169776,09/15/2020 07:36:16 -04:00,3,43.646,-70.2437,04106,Oil,,
1600272717,09/16/2020 12:11:57 -04:00,4,43.6531,-70.2354,04106,Sewage,Nausea,
1600298364,09/16/2020 19:19:24 -04:00,1,43.6341,-70.2881,04106,,,
1600346667,09/17/2020 08:44:27 -04:00,3,43.648,-70.2593,04101,Sewer gas,Nausea,
1600379228,09/17/2020 17:47:08 -04:00,3,43.635,-70.289,04106,Oil tanks,,
1600427188,09/18/2020 07:06:28 -04:00,4,43.6295,-70.2737,04106,Oil,,
1600449836,09/18/2020 13:23:56 -04:00,4,43.6348,-70.2663,04106,Rotten eggs,,
1600463250,09/18/2020 17:07:30 -04:00,4,43.6296,-70.2834,04106,Petroleum/total disregard for human health,,
1600464933,09/18/2020 17:35:33 -04:00,5,43.6283,-70.285,04106,Oil tanks,"Throat, sinus irritation ",
1600465312,09/18/2020 17:41:52 -04:00,3,43.6488,-70.283,04102,Burning rubber,,
1600474467,09/18/2020 20:14:27 -04:00,3,43.6332,-70.2697,04106,Wood smoke,"Irritated eyes, sneezing, slight wheezing. ",
1600517728,09/19/2020 08:15:28 -04:00,4,43.6351,-70.309,04106,Rotten sweet smell ,Headache ,
1600518309,09/19/2020 08:25:09 -04:00,5,43.6359,-70.3095,04106,Worsened in just a few minutes: SICKENINGLY SWEET. Closed my windows and still permeating. ,Nausea and headache ,
1600527180,09/19/2020 10:53:00 -04:00,4,43.6299,-70.2718,04106,,,
1600537664,09/19/2020 13:47:44 -04:00,4,43.6329,-70.2698,04106,Tar/oil,"Stomach ache, nausea",
1600538437,09/19/2020 14:00:37 -04:00,4,43.633,-70.2688,04106,Tanks,,
1600547658,09/19/2020 16:34:18 -04:00,3,43.6331,-70.2705,04106,Oil,,
1600552112,09/19/2020 17:48:32 -04:00,5,43.6292,-70.2716,04106,,,
1600553891,09/19/2020 18:18:11 -04:00,3,43.6302,-70.2847,04106,Oil,"Irritation (breathing, eyes, throat, etc)",
1600616476,09/20/2020 11:41:16 -04:00,2,43.6306,-70.2813,04106,Burning rubber ,,
1600631403,09/20/2020 15:50:03 -04:00,2,43.6284,-70.2872,04106,Petroleum ,Eyes stinging badly,
1600632605,09/20/2020 16:10:05 -04:00,4,43.6326,-70.269,04106,Oil tanks ,,
1600651853,09/20/2020 21:30:53 -04:00,4,43.6466,-70.2758,04102,Gasoline ,Light headache ,Seems to be more noticeable at night 
1600652525,09/20/2020 21:42:05 -04:00,3,43.6349,-70.2411,04106,Petroleum ,,
1600653399,09/20/2020 21:56:39 -04:00,3,43.6407,-70.2454,04106,Industrial,,
1600658290,09/20/2020 23:18:10 -04:00,3,43.6349,-70.247,04106,Burnt tar,Nervous and nausea ,
1600661696,09/21/2020 00:14:56 -04:00,1,43.6295,-70.2578,04106,,,
1600701405,09/21/2020 11:16:45 -04:00,4,43.6308,-70.2861,04106,"Petroleum, asphalt",,
1600727635,09/21/2020 18:33:55 -04:00,3,43.6462,-70.2752,04102,petroleum tank fumes,,This morning too.
1600738026,09/21/2020 21:27:06 -04:00,5,43.6369,-70.2435,04106,Petroleum,,
1600738340,09/21/2020 21:32:20 -04:00,1,43.6309,-70.2572,04106,,,
1600742549,09/21/2020 22:42:29 -04:00,3,43.6417,-70.2446,04106,Industrial,,
1600774240,09/22/2020 07:30:40 -04:00,4,43.6329,-70.2688,04106,Petroleum,,
1600776788,09/22/2020 08:13:08 -04:00,3,43.6211,-70.2681,04106,Asphalt ,Throat irritated ,
1600777272,09/22/2020 08:21:12 -04:00,5,43.6404,-70.2941,04102,,,
1600795746,09/22/2020 13:29:06 -04:00,3,43.6328,-70.2655,04106,Oil tanks ,Headache ,
1600809575,09/22/2020 17:19:35 -04:00,3,43.6202,-70.3052,04106,Oil tanks ,Breathing irritation,
1600817059,09/22/2020 19:24:19 -04:00,3,43.6353,-70.3198,04106,Gas/fumes,,
1600825589,09/22/2020 21:46:29 -04:00,5,43.6321,-70.2695,04106,Petroleum,"Headache, cough",
1600860516,09/23/2020 07:28:36 -04:00,4,43.6353,-70.2844,04106,Petroleum,,
1600863574,09/23/2020 08:19:34 -04:00,4,43.637,-70.3087,04106,Sickenenly sweet ,,
1600882922,09/23/2020 13:42:02 -04:00,3,43.6322,-70.2703,04106,Petroleum,,
1600883644,09/23/2020 13:54:04 -04:00,3,43.6433,-70.2323,04106,"Smoke, wood burning",,
1600884597,09/23/2020 14:09:57 -04:00,3,43.6355,-70.2687,04106,Oil tanks ,,
1600885268,09/23/2020 14:21:08 -04:00,1,43.6633,-70.2422,04101,,,
1600886474,09/23/2020 14:41:14 -04:00,3,43.6345,-70.2705,04106,Oil,,
1600891631,09/23/2020 16:07:11 -04:00,4,43.6352,-70.2852,04106,Oil,,
1600895436,09/23/2020 17:10:36 -04:00,4,43.6337,-70.2861,04106,Petroleum,,
1600896062,09/23/2020 17:21:02 -04:00,4,43.6345,-70.2845,04106,Oil,,
1600896500,09/23/2020 17:28:20 -04:00,5,43.6343,-70.2886,04106,Oil tanks,,
1600903384,09/23/2020 19:23:04 -04:00,4,43.6345,-70.2693,04106,Tanks,,
1600947209,09/24/2020 07:33:29 -04:00,4,43.6396,-70.2535,04106,"Burnt crayons, industrial oil ",Headache ,
1600955853,09/24/2020 09:57:33 -04:00,4,43.6403,-70.255,04106,Sewage ,Nausea ,
1600965957,09/24/2020 12:45:57 -04:00,3,43.6336,-70.2697,04106,,,
1601035755,09/25/2020 08:09:15 -04:00,3,43.6292,-70.2851,04106,Petroleum,,
1601050472,09/25/2020 12:14:32 -04:00,3,43.6324,-70.2843,04106,Tar,"Headache, nasal irritation ",
1601052405,09/25/2020 12:46:45 -04:00,3,43.6404,-70.2904,04106,Oil,,
1601062061,09/25/2020 15:27:41 -04:00,5,43.6468,-70.2768,04102,Melted rubber ,,
1601065038,09/25/2020 16:17:18 -04:00,4,43.6357,-70.267,04106,Gas!,,
1601097805,09/26/2020 01:23:25 -04:00,5,43.6348,-70.2448,04106,Burnt tar,"Headache, nausea ",
1601101037,09/26/2020 02:17:17 -04:00,4,43.6354,-70.2407,04106,Petroleum,Bad enough to wake me up. ,
1601126727,09/26/2020 09:25:27 -04:00,3,43.6514,-70.2711,04102,,,
1601142700,09/26/2020 13:51:40 -04:00,4,43.6316,-70.2744,04106,Oil,,
1601168770,09/26/2020 21:06:10 -04:00,3,43.6433,-70.2294,04106,Smokey ,,
1601170571,09/26/2020 21:36:11 -04:00,4,43.6425,-70.2917,04106,,,
1601170606,09/26/2020 21:36:46 -04:00,4,43.6436,-70.2902,04106,,,
1601176791,09/26/2020 23:19:51 -04:00,2,43.6345,-70.3155,04106,industrial,,
1601218881,09/27/2020 11:01:21 -04:00,4,43.632,-70.2816,04106,Propane ,"Headache, nausea",
1601251016,09/27/2020 19:56:56 -04:00,1,43.63,-70.2629,04106,,,
1601379909,09/29/2020 07:45:09 -04:00,3,43.6516,-70.272,04102,Fuel burning ,Burns back of my throat ,
1601381779,09/29/2020 08:16:19 -04:00,3,43.6504,-70.2739,04102,,,
1601434104,09/29/2020 22:48:24 -04:00,1,43.6306,-70.2605,04106,,,
1601543316,10/01/2020 05:08:36 -04:00,3,43.6498,-70.2717,04102,Burning fuel,Burning in back of throat,
1601589611,10/01/2020 18:00:11 -04:00,3,43.6641,-70.2447,04101,Tanks ,Sick,
1601593474,10/01/2020 19:04:34 -04:00,3,43.6472,-70.2331,04106,Tank at bug light park,Irritated breathing ,
1601611404,10/02/2020 00:03:24 -04:00,4,43.6421,-70.2333,04106,Gulf tanks,Immune stress,
1601623628,10/02/2020 03:27:08 -04:00,5,43.642,-70.2346,04106,Tank fumes so bad,Left home at 3:30a. Drove to Cape E. Regulators not oil industry keep us safe...,
1601636731,10/02/2020 07:05:31 -04:00,5,43.6322,-70.2744,04106,Oil,Headache,
1601639923,10/02/2020 07:58:43 -04:00,5,43.6363,-70.3111,04106,"Like always, sickeningly sweet. ",,
1601650857,10/02/2020 11:00:57 -04:00,3,43.6253,-70.2792,04106,Petroleum ,,
1601652837,10/02/2020 11:33:57 -04:00,2,43.6208,-70.2699,04106,Coal fired?,Headache,
1601678922,10/02/2020 18:48:42 -04:00,4,43.6419,-70.243,04106,Toxic oil,,
1601725529,10/03/2020 07:45:29 -04:00,5,43.6359,-70.291,04106,,,
1601728345,10/03/2020 08:32:25 -04:00,3,43.6341,-70.2654,04106,,,
1601737788,10/03/2020 11:09:48 -04:00,5,43.6308,-70.2686,04106,"Industrial air / burnoff, Chemical / petrolium","Light headedness, nose irritation ",
1601789084,10/04/2020 01:24:44 -04:00,4,43.6326,-70.244,04106,Burnt tar,Nausea ,
1601793296,10/04/2020 02:34:56 -04:00,5,43.642,-70.2434,04106,Crude oil,Disruptive sleep,
1601813948,10/04/2020 08:19:08 -04:00,5,43.6359,-70.2908,04106,,,
1601825575,10/04/2020 11:32:55 -04:00,3,43.6257,-70.2738,04106,Fuel Oil Smel,"Fuel Tanks, Tank Farm",Smell of Fuel oil
1601830755,10/04/2020 12:59:15 -04:00,2,43.6494,-70.2884,04102,Burning rubber ,,
1601861518,10/04/2020 21:31:58 -04:00,3,43.6299,-70.2854,04106,Oil tanks,,
1601861922,10/04/2020 21:38:42 -04:00,4,43.6331,-70.2883,04106,Petroleum,,
1601864477,10/04/2020 22:21:17 -04:00,5,43.6257,-70.3046,04106,Petroleum,"Headache, difficulty breathing",
1601864692,10/04/2020 22:24:52 -04:00,5,43.625,-70.3018,04106,"Petroleum, tar","Headache, difficulty breathing, dizziness",
1601870683,10/05/2020 00:04:43 -04:00,5,43.6348,-70.2538,04106,Burning rubber,,
1601908384,10/05/2020 10:33:04 -04:00,2,43.6516,-70.272,04102,,,
1601911425,10/05/2020 11:23:45 -04:00,4,43.6348,-70.2825,04106,,,
1601920179,10/05/2020 13:49:39 -04:00,2,43.6313,-70.2867,04106,Toxic chemicals,,
1601952726,10/05/2020 22:52:06 -04:00,3,43.6462,-70.2756,04102,Chicken nuggets ,,
1602034972,10/06/2020 21:42:52 -04:00,3,43.6496,-70.2403,04106,"Eggy, chemical",None yet,
1602092586,10/07/2020 13:43:06 -04:00,3,43.6451,-70.2719,04102,Burning fuel,Nose and throat irritation ,
1602104001,10/07/2020 16:53:21 -04:00,4,43.6474,-70.273,04102,Petroleum odor,,
1602159227,10/08/2020 08:13:47 -04:00,5,43.635,-70.312,04106,"Yay


As always, sickeningly, cloyingly sweet. ",Headache.,
1602161209,10/08/2020 08:46:49 -04:00,4,43.6331,-70.2732,04106,Oil ,,
1602167761,10/08/2020 10:36:01 -04:00,3,43.6332,-70.2695,04106,Oil smell. ,Sinus ache. ,
1602194018,10/08/2020 17:53:38 -04:00,3,43.6333,-70.2661,04106,"Oil tanks, gas",Headache ,
1602205461,10/08/2020 21:04:21 -04:00,4,43.6328,-70.269,04106,Petroleum,,
1602212066,10/08/2020 22:54:26 -04:00,4,43.6321,-70.2668,04106,"Gas, oil tanks ",,
1602257610,10/09/2020 11:33:30 -04:00,5,43.6344,-70.2884,04106,,,
1602277254,10/09/2020 17:00:54 -04:00,5,43.6308,-70.2849,04106,"Rotten egg, sulphur","Headache, nausea, difficulty breathing ",
1602300095,10/09/2020 23:21:35 -04:00,5,43.6331,-70.2818,04106,"Sulfur, rotten eggs",,
1602359096,10/10/2020 15:44:56 -04:00,4,43.6477,-70.2605,04101,Tank,Nausea ,
1602361943,10/10/2020 16:32:23 -04:00,4,43.6483,-70.2724,04102,Tank farm,Light headed,
1602366480,10/10/2020 17:48:00 -04:00,3,43.6462,-70.2693,04102,"Petrochemical, asphalt",,
1602415804,10/11/2020 07:30:04 -04:00,3,43.6298,-70.2722,04106,,,
1602418245,10/11/2020 08:10:45 -04:00,4,43.63,-70.2736,04106,Oil,,
1602456048,10/11/2020 18:40:48 -04:00,3,43.6246,-70.3017,04106,Oil,,
1602466474,10/11/2020 21:34:34 -04:00,2,43.6308,-70.2845,04106,Oil tanks,,
1602503832,10/12/2020 07:57:12 -04:00,4,43.6328,-70.2747,04106,Tar,Throat burning,
1602517140,10/12/2020 11:39:00 -04:00,3,43.6288,-70.2858,04106,,,
1602520455,10/12/2020 12:34:15 -04:00,3,43.6359,-70.2662,04106,"Chemical sharp, oil & gas",Headache,
1602526685,10/12/2020 14:18:05 -04:00,3,43.6333,-70.2793,04106,,,
1602530541,10/12/2020 15:22:21 -04:00,5,43.6363,-70.277,04106,Oil,,
1602586118,10/13/2020 06:48:38 -04:00,5,43.6289,-70.2809,04106,"Oil, tar","Eyes watering, throat burning, headache",
1602586723,10/13/2020 06:58:43 -04:00,4,43.6331,-70.2761,04106,Oil,Eyes burning,
1602586895,10/13/2020 07:01:35 -04:00,5,43.6333,-70.2788,04106,Oil,,There's a ship in the harbor at Sprague
1602626248,10/13/2020 17:57:28 -04:00,4,43.6284,-70.283,04106,Toxic oil ,,
1602674459,10/14/2020 07:20:59 -04:00,5,43.6365,-70.237,04106,Oil diesel ,,
1602680410,10/14/2020 09:00:10 -04:00,3,43.6449,-70.2763,04102,,,
1602682509,10/14/2020 09:35:09 -04:00,4,43.6253,-70.2771,04106,Tanks global sprague benzene + more,Nausea ,
1602702867,10/14/2020 15:14:27 -04:00,4,43.6328,-70.272,04106,Tar,,
1602716427,10/14/2020 19:00:27 -04:00,3,43.6441,-70.27,04102,"Oily, gaseous smell","Unpleasant, sickening smell. Went inside to escape",
1602736083,10/15/2020 00:28:03 -04:00,3,43.6341,-70.2468,04106,Burnt tar ,Sore throat ,
1602759728,10/15/2020 07:02:08 -04:00,5,43.6364,-70.2365,04106,Oil diesel ,Headache nausea ,
1602763263,10/15/2020 08:01:03 -04:00,4,43.6322,-70.2676,04106,Oil ,,
1602764799,10/15/2020 08:26:39 -04:00,5,43.6321,-70.2705,04106,Petroleum fumes,,
1602766381,10/15/2020 08:53:01 -04:00,3,43.6358,-70.2404,04106,Asphalt,,
1602770624,10/15/2020 10:03:44 -04:00,3,43.6211,-70.2683,04106,Burned tar,Throat irritated ,
1602774817,10/15/2020 11:13:37 -04:00,3,43.6504,-70.2722,04102,,,
1602779557,10/15/2020 12:32:37 -04:00,2,43.6395,-70.2936,04102,Petroleum tank fumes ,,
1602863070,10/16/2020 11:44:30 -04:00,3,43.6309,-70.2895,04106,Gasoline,,
1602863181,10/16/2020 11:46:21 -04:00,3,43.6285,-70.2834,04106,Petroleum odor filling the air,,
1602863411,10/16/2020 11:50:11 -04:00,4,43.6295,-70.2679,04106,Strong odor of petroleum ,,
1602882994,10/16/2020 17:16:34 -04:00,4,43.6451,-70.2805,04102,,,
1602892122,10/16/2020 19:48:42 -04:00,5,43.6339,-70.2693,04106,Oil tank petroleum smell,,"We left open windows and smell is also in the house now, not just outside"
1602933959,10/17/2020 07:25:59 -04:00,4,43.6344,-70.2727,04106,,,
1602964520,10/17/2020 15:55:20 -04:00,4,43.6343,-70.2715,04106,,,
1602968206,10/17/2020 16:56:46 -04:00,3,43.6365,-70.2805,04106,,,
1602969766,10/17/2020 17:22:46 -04:00,4,43.6333,-70.2695,04106,,,
1602971862,10/17/2020 17:57:42 -04:00,4,43.6314,-70.2619,04106,Fuel tanks,,
1603019881,10/18/2020 07:18:01 -04:00,5,43.6359,-70.2362,04106,Oil diesel ,Headache nausea ,
1603023001,10/18/2020 08:10:01 -04:00,2,43.6417,-70.2303,04106,Oil,,"Walked outside on 3rd floor back deck. Odor is there, but not that bad. Usually if it I there around 8am, it would be much worse earlier in the morning. 30 degrees out. "
1603084586,10/19/2020 01:16:26 -04:00,5,43.633,-70.245,04106,Burnt tar,"Nausea, sore throat ",
1603108940,10/19/2020 08:02:20 -04:00,4,43.6301,-70.2569,04106,Oil fumes,,
1603109719,10/19/2020 08:15:19 -04:00,3,43.6374,-70.2412,04106,Smells like pancakes and oil in our house this morning. ,,
1603123507,10/19/2020 12:05:07 -04:00,3,43.6331,-70.2717,04106,"Oil tanks, benzine","Eye irritation, my hair smells like benzine/petroleum  after walking",
1603124323,10/19/2020 12:18:43 -04:00,4,43.6307,-70.2704,04106,Petrol / asphalt,,
1603233306,10/20/2020 18:35:06 -04:00,5,43.6323,-70.2901,04106,Petroleum distillates ,,Terrible odor
1603467287,10/23/2020 11:34:47 -04:00,3,43.6444,-70.2381,04106,Petroleum smoke fumes near Portland Pipeline near 25 Henley St.,Strong fumes,
1603471093,10/23/2020 12:38:13 -04:00,4,43.6353,-70.2671,04106,"Gas, eggs",,
1603569283,10/24/2020 15:54:43 -04:00,3,43.6311,-70.2809,04106,,,
1603573513,10/24/2020 17:05:13 -04:00,3,43.6291,-70.2835,04106,Toxic petroleum fumes ,,
1603625484,10/25/2020 07:31:24 -04:00,3,43.6314,-70.2739,04106,Industrial,,
1603639185,10/25/2020 11:19:45 -04:00,3,43.6304,-70.2719,04106,Tar,,
